289,2505,7
284,2506,7
290,2506,7
285,2507,6
293,2508,7
286,2509,6
277,2513,7
296,2513,7
289,2514,7
290,2514,6
291,2514,8
292,2514,8
293,2514,8
294,2514,8
295,2514,8
296,2514,8
297,2514,8
298,2514,8
299,2514,8
300,2514,8
301,2514,6
302,2514,7
286,2515,7
287,2515,8
288,2515,8
289,2515,8
290,2515,8
291,2515,8
292,2515,8
293,2515,8
294,2515,8
295,2515,8
296,2515,8
297,2515,8
298,2515,8
299,2515,8
300,2515,8
302,2515,7
303,2515,7
284,2516,6
285,2516,8
286,2516,8
287,2516,8
288,2516,8
289,2516,8
290,2516,8
291,2516,8
292,2516,8
293,2516,8
294,2516,8
295,2516,8
296,2516,8
297,2516,8
298,2516,8
299,2516,8
300,2516,8
301,2516,8
302,2516,8
303,2516,6
281,2517,7
282,2517,8
283,2517,8
284,2517,8
285,2517,8
286,2517,8
287,2517,8
288,2517,8
289,2517,8
290,2517,8
291,2517,8
292,2517,8
293,2517,8
294,2517,8
295,2517,8
296,2517,8
297,2517,8
298,2517,8
299,2517,8
300,2517,8
301,2517,8
302,2517,8
303,2517,8
304,2517,8
305,2517,8
306,2517,6
280,2518,8
281,2518,8
282,2518,8
283,2518,8
284,2518,8
285,2518,8
286,2518,8
287,2518,8
288,2518,8
289,2518,8
290,2518,8
291,2518,8
292,2518,8
293,2518,8
294,2518,8
295,2518,8
296,2518,8
297,2518,8
298,2518,8
299,2518,8
300,2518,8
301,2518,8
302,2518,8
303,2518,8
304,2518,8
305,2518,8
306,2518,7
277,2519,7
278,2519,8
279,2519,8
280,2519,8
281,2519,8
282,2519,8
283,2519,8
284,2519,8
285,2519,8
286,2519,8
287,2519,8
288,2519,8
289,2519,8
290,2519,8
291,2519,8
292,2519,8
293,2519,8
294,2519,8
295,2519,8
296,2519,8
297,2519,8
298,2519,8
299,2519,8
300,2519,8
301,2519,8
302,2519,8
303,2519,8
304,2519,8
305,2519,8
306,2519,8
308,2519,7
275,2520,7
276,2520,8
277,2520,8
278,2520,8
279,2520,8
280,2520,8
281,2520,8
282,2520,8
283,2520,8
284,2520,8
285,2520,8
286,2520,8
287,2520,8
288,2520,8
289,2520,8
290,2520,8
291,2520,8
292,2520,8
293,2520,8
294,2520,8
295,2520,8
296,2520,8
297,2520,8
298,2520,8
299,2520,8
300,2520,8
301,2520,8
302,2520,8
303,2520,8
304,2520,7
305,2520,7
306,2520,7
274,2521,8
275,2521,8
276,2521,8
277,2521,8
278,2521,8
279,2521,8
280,2521,8
281,2521,8
282,2521,8
283,2521,8
284,2521,8
285,2521,8
286,2521,8
287,2521,8
288,2521,8
289,2521,8
290,2521,8
291,2521,8
292,2521,8
293,2521,8
294,2521,8
295,2521,8
296,2521,8
297,2521,8
298,2521,8
299,2521,8
300,2521,8
301,2521,8
302,2521,8
303,2521,8
304,2521,8
305,2521,8
306,2521,8
307,2521,6
308,2521,7
273,2522,8
274,2522,8
275,2522,8
276,2522,8
277,2522,8
278,2522,8
279,2522,8
280,2522,8
281,2522,8
282,2522,8
283,2522,8
284,2522,8
285,2522,8
286,2522,8
287,2522,8
288,2522,8
289,2522,8
290,2522,8
291,2522,8
292,2522,8
293,2522,8
294,2522,8
295,2522,8
296,2522,8
297,2522,8
298,2522,8
299,2522,8
300,2522,8
301,2522,8
302,2522,8
303,2522,8
304,2522,8
305,2522,8
306,2522,8
307,2522,8
308,2522,6
271,2523,7
272,2523,8
273,2523,8
274,2523,8
275,2523,8
276,2523,8
277,2523,8
278,2523,8
279,2523,8
280,2523,8
281,2523,8
282,2523,8
283,2523,8
284,2523,8
285,2523,8
286,2523,8
287,2523,8
288,2523,8
289,2523,8
290,2523,8
291,2523,8
292,2523,8
293,2523,8
294,2523,8
295,2523,8
296,2523,8
297,2523,8
298,2523,8
299,2523,8
300,2523,8
301,2523,8
302,2523,8
303,2523,8
304,2523,8
305,2523,8
306,2523,8
307,2523,8
308,2523,8
309,2523,7
270,2524,7
271,2524,8
272,2524,8
273,2524,8
274,2524,8
275,2524,8
276,2524,8
277,2524,8
278,2524,8
279,2524,8
280,2524,8
281,2524,8
282,2524,8
283,2524,8
284,2524,8
285,2524,8
286,2524,8
287,2524,8
288,2524,8
289,2524,8
291,2524,8
292,2524,8
293,2524,8
294,2524,8
295,2524,8
296,2524,8
297,2524,8
298,2524,8
299,2524,8
300,2524,8
301,2524,8
302,2524,8
303,2524,8
304,2524,8
305,2524,8
306,2524,8
307,2524,8
308,2524,8
309,2524,6
270,2525,8
271,2525,8
272,2525,8
273,2525,8
274,2525,8
275,2525,8
276,2525,8
277,2525,8
278,2525,8
279,2525,8
280,2525,8
281,2525,8
282,2525,8
283,2525,8
284,2525,8
285,2525,8
286,2525,8
287,2525,8
288,2525,8
289,2525,6
290,2525,8
291,2525,8
292,2525,8
293,2525,8
294,2525,8
295,2525,8
296,2525,8
297,2525,8
298,2525,8
299,2525,8
300,2525,8
301,2525,8
302,2525,8
303,2525,8
304,2525,8
305,2525,8
306,2525,8
307,2525,8
308,2525,7
309,2525,7
269,2526,8
270,2526,8
271,2526,8
272,2526,8
273,2526,8
274,2526,8
275,2526,8
276,2526,8
277,2526,8
278,2526,8
279,2526,8
280,2526,8
281,2526,8
282,2526,8
283,2526,8
284,2526,8
285,2526,8
286,2526,8
287,2526,6
288,2526,8
289,2526,8
290,2526,8
291,2526,8
292,2526,8
293,2526,8
294,2526,8
295,2526,8
296,2526,8
297,2526,8
298,2526,8
299,2526,8
300,2526,8
301,2526,8
302,2526,8
303,2526,8
304,2526,8
305,2526,8
306,2526,8
307,2526,8
308,2526,8
268,2527,8
269,2527,8
270,2527,8
271,2527,8
272,2527,8
273,2527,8
274,2527,8
275,2527,8
276,2527,8
277,2527,8
278,2527,8
279,2527,8
280,2527,8
281,2527,8
282,2527,8
283,2527,8
284,2527,8
285,2527,8
286,2527,7
287,2527,8
288,2527,8
289,2527,8
290,2527,8
291,2527,8
292,2527,8
293,2527,8
294,2527,8
295,2527,8
296,2527,8
297,2527,8
298,2527,8
299,2527,8
300,2527,8
301,2527,8
302,2527,8
303,2527,8
304,2527,8
305,2527,8
306,2527,8
307,2527,8
308,2527,8
309,2527,6
267,2528,6
268,2528,8
269,2528,8
270,2528,8
271,2528,8
272,2528,8
273,2528,8
274,2528,8
275,2528,8
276,2528,8
277,2528,8
278,2528,8
279,2528,8
280,2528,8
281,2528,8
282,2528,8
283,2528,8
284,2528,8
285,2528,7
286,2528,8
287,2528,8
288,2528,8
289,2528,8
290,2528,8
291,2528,8
292,2528,8
293,2528,8
294,2528,8
295,2528,8
296,2528,8
